itemId,choiceIndex,term,isCorrectChoice,severity,result,notes,lessonId,sourceId
"cmpdj50cw00jievu9ntghh2es:independentPractice:1","1","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdj50cw00jievu9ntghh2es","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdj50cw00jievu9ntghh2es:independentPractice:4","2","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdj50cw00jievu9ntghh2es","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdj50cw00jievu9ntghh2es:exitTicket:1","1","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdj50cw00jievu9ntghh2es","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdj50cw00jievu9ntghh2es:masteryCheck:1","1","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdj50cw00jievu9ntghh2es","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdj9vr600k4evu9dq98qlfl","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdjez5k00kpevu91xq22rwd","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdjk9h000laevu9jego1yoz","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdjkgeo00lievu9ok63uz47","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdjovhx00lvevu9o9spwc6q:exitTicket:1","2","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdjovhx00lvevu9o9spwc6q","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdjtj3o00mtevu9o263edmr","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdjy2zi00naevu9av8fdpd2","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdjyhek00nievu9j1rvl9io","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdk17vx00nwevu9n6g3b65k","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdqxir80002es45p4gcsqlk","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdk5iju00ojevu943zwy1tm","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdk8jln00p4evu99v8crx18","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdkhiww00qaevu93zt0u0s8","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdki7du00qievu9wx2fzhsr","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdkmxrk00r3evu9iafs2oto:masteryCheck:1","3","always","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""always"".","cmpdkmxrk00r3evu9iafs2oto","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdklgau00qvevu9onhou89r","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdkpqwp00rgevu9x5qf3daw:guidedPractice:1","3","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdkpqwp00rgevu9x5qf3daw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdkpqwp00rgevu9x5qf3daw:guidedPractice:3","1","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdkpqwp00rgevu9x5qf3daw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdkpqwp00rgevu9x5qf3daw:independentPractice:3","3","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdkpqwp00rgevu9x5qf3daw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
