subject,gradeLevel,reportingCategory,reportingCategoryTitle,assessmentAnchor,assessmentAnchorTitle,anchorDescriptor,anchorDescriptorText,eligibleContent,eligibleContentText,dokCeiling,paCoreStandardCodes,primaryPaCoreStandardCode,mappingGranularity,mappingConfidence,sourceDocument,sourceVersionYear,sourceUpdatedYear,sourceAnomalyJson
ELA,7,B,Informational Text,E07.B-K.1,Key Ideas and Details,E07.B-K.1.1,Demonstrate understanding of key ideas and details in informational texts.,E07.B-K.1.1.2,Determine two or more central ideas in a text and analyze their development over the course of the text; provide an objective summary of the text.,,CC.1.2.7.A|CC.1.2.7.B|CC.1.2.7.C,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 7 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,7,B,Informational Text,E07.B-K.1,Key Ideas and Details,E07.B-K.1.1,Demonstrate understanding of key ideas and details in informational texts.,E07.B-K.1.1.3,"Analyze the interactions between individuals, events, and ideas in a text (e.g., how ideas influence individuals or events, how individuals influence ideas or events).",,CC.1.2.7.A|CC.1.2.7.B|CC.1.2.7.C,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 7 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,7,B,Informational Text,E07.B-C.2,Craft and Structure,E07.B-C.2.1,Demonstrate understanding of craft and structure in informational texts.,E07.B-C.2.1.1,Determine an author's point of view or purpose in a text and analyze how the author distinguishes his or her position from that of others.,,CC.1.2.7.D|CC.1.2.7.E|CC.1.2.7.F,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 7 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,7,B,Informational Text,E07.B-C.2,Craft and Structure,E07.B-C.2.1,Demonstrate understanding of craft and structure in informational texts.,E07.B-C.2.1.2,"Analyze the structure an author uses to organize a text, including how major sections and text features contribute to the whole and to the development of the ideas.",,CC.1.2.7.D|CC.1.2.7.E|CC.1.2.7.F,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 7 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,7,B,Informational Text,E07.B-C.2,Craft and Structure,E07.B-C.2.1,Demonstrate understanding of craft and structure in informational texts.,E07.B-C.2.1.3,"Determine how the author uses the meaning of words or phrases, including figurative, connotative, or technical meanings, in a text; analyze the impact of a specific word choice on meaning and tone.",,CC.1.2.7.D|CC.1.2.7.E|CC.1.2.7.F,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 7 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,7,B,Informational Text,E07.B-C.3,Integration of Knowledge and Ideas,E07.B-C.3.1,"Demonstrate understanding of connections within, between, and/or among informational texts.",E07.B-C.3.1.1,"Trace and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient to support the claims.",,CC.1.2.7.H|CC.1.2.7.I,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 7 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,7,B,Informational Text,E07.B-C.3,Integration of Knowledge and Ideas,E07.B-C.3.1,"Demonstrate understanding of connections within, between, and/or among informational texts.",E07.B-C.3.1.2,Analyze how two or more authors writing about the same topic shape their presentations of key information by emphasizing different evidence or advancing different interpretations of facts.,,CC.1.2.7.H|CC.1.2.7.I,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 7 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,7,B,Informational Text,E07.B-V.4,Vocabulary Acquisition and Use,E07.B-V.4.1,Demonstrate understanding of vocabulary and figurative language in informational texts.,E07.B-V.4.1.1,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 7 reading and content, choosing flexibly from a range of strategies (context clues; common Greek or Latin affixes and roots; technical words).",,CC.1.2.7.F|CC.1.2.7.J|CC.1.2.7.K,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 7 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,7,B,Informational Text,E07.B-V.4,Vocabulary Acquisition and Use,E07.B-V.4.1,Demonstrate understanding of vocabulary and figurative language in informational texts.,E07.B-V.4.1.2,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings (figures of speech such as literary and mythological allusions; word relationships such as synonym/antonym and analogy; connotations vs. denotations).",,CC.1.2.7.F|CC.1.2.7.J|CC.1.2.7.K,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 7 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,7,D,Conventions of Standard English,E07.D.1,Conventions of Standard English,E07.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E07.D.1.1.1,Explain the function of phrases and clauses in general and their function in specific sentences.,,CC.1.4.7.F|CC.1.4.7.L|CC.1.4.7.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 7 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,7,D,Conventions of Standard English,E07.D.1,Conventions of Standard English,E07.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E07.D.1.1.2,"Choose among simple, compound, complex, and compound-complex sentences to signal differing relationships among ideas.",,CC.1.4.7.F|CC.1.4.7.L|CC.1.4.7.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 7 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,7,D,Conventions of Standard English,E07.D.1,Conventions of Standard English,E07.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E07.D.1.1.3,"Place phrases and clauses within a sentence, recognizing and correcting misplaced and dangling modifiers.",,CC.1.4.7.F|CC.1.4.7.L|CC.1.4.7.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 7 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,7,D,Conventions of Standard English,E07.D.1,Conventions of Standard English,E07.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E07.D.1.1.4,Recognize and correct inappropriate shifts in pronoun number and person.,,CC.1.4.7.F|CC.1.4.7.L|CC.1.4.7.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 7 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,7,D,Conventions of Standard English,E07.D.1,Conventions of Standard English,E07.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E07.D.1.1.5,"Recognize and correct vague pronouns (i.e., ones with unclear or ambiguous antecedents).",,CC.1.4.7.F|CC.1.4.7.L|CC.1.4.7.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 7 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,7,D,Conventions of Standard English,E07.D.1,Conventions of Standard English,E07.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E07.D.1.1.6,Recognize and correct inappropriate shifts in verb tense.,,CC.1.4.7.F|CC.1.4.7.L|CC.1.4.7.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 7 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,7,D,Conventions of Standard English,E07.D.1,Conventions of Standard English,E07.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E07.D.1.1.7,"Produce complete sentences, recognizing and correcting inappropriate fragments and run-on sentences.",,CC.1.4.7.F|CC.1.4.7.L|CC.1.4.7.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 7 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,7,D,Conventions of Standard English,E07.D.1,Conventions of Standard English,E07.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E07.D.1.1.8,"Correctly use frequently confused words (e.g., to, too, two; there, their, they're).",,CC.1.4.7.F|CC.1.4.7.L|CC.1.4.7.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 7 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,7,D,Conventions of Standard English,E07.D.1,Conventions of Standard English,E07.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E07.D.1.1.9,Ensure subject-verb and pronoun-antecedent agreement.,,CC.1.4.7.F|CC.1.4.7.L|CC.1.4.7.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 7 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,7,D,Conventions of Standard English,E07.D.1,Conventions of Standard English,E07.D.1.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling.",E07.D.1.2.1,"Use a comma to separate coordinate adjectives (e.g., It was a fascinating, enjoyable movie but not He wore an old green shirt).",,CC.1.4.7.F|CC.1.4.7.L|CC.1.4.7.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 7 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,7,D,Conventions of Standard English,E07.D.1,Conventions of Standard English,E07.D.1.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling.",E07.D.1.2.2,Spell correctly.,,CC.1.4.7.F|CC.1.4.7.L|CC.1.4.7.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 7 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,7,D,Conventions of Standard English,E07.D.1,Conventions of Standard English,E07.D.1.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling.",E07.D.1.2.3,"Use punctuation (commas, parentheses, and dashes) to set off nonrestrictive/parenthetical elements.",,CC.1.4.7.F|CC.1.4.7.L|CC.1.4.7.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 7 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,7,D,Conventions of Standard English,E07.D.1,Conventions of Standard English,E07.D.1.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling.",E07.D.1.2.4,Use punctuation to separate items in a series.,,CC.1.4.7.F|CC.1.4.7.L|CC.1.4.7.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 7 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,7,D,Conventions of Standard English,E07.D.2,Knowledge of Language,E07.D.2.1,Use knowledge of language and its conventions.,E07.D.2.1.1,"Choose language that expresses ideas precisely and concisely, recognizing and eliminating wordiness and redundancy.",,CC.1.4.7.E|CC.1.4.7.K|CC.1.4.7.Q,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 7 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,7,D,Conventions of Standard English,E07.D.2,Knowledge of Language,E07.D.2.1,Use knowledge of language and its conventions.,E07.D.2.1.2,"Vary sentence patterns for meaning, reader/listener interest, and style.",,CC.1.4.7.E|CC.1.4.7.K|CC.1.4.7.Q,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 7 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,7,D,Conventions of Standard English,E07.D.2,Knowledge of Language,E07.D.2.1,Use knowledge of language and its conventions.,E07.D.2.1.3,Maintain consistency in style and tone.,,CC.1.4.7.E|CC.1.4.7.K|CC.1.4.7.Q,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 7 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,7,D,Conventions of Standard English,E07.D.2,Knowledge of Language,E07.D.2.1,Use knowledge of language and its conventions.,E07.D.2.1.4,Choose punctuation for effect.,,CC.1.4.7.E|CC.1.4.7.K|CC.1.4.7.Q,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 7 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,7,D,Conventions of Standard English,E07.D.2,Knowledge of Language,E07.D.2.1,Use knowledge of language and its conventions.,E07.D.2.1.5,Choose words and phrases for effect.,,CC.1.4.7.E|CC.1.4.7.K|CC.1.4.7.Q,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 7 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,7,E,Text-Dependent Analysis,E07.E.1,Evidence-Based Analysis of Text,E07.E.1.1,"Draw evidence from literary or informational texts to support analysis, reflection, and/or research.",E07.E.1.1.1,"Introduce text(s) for the intended audience, state an opinion and/or topic, establish a situation, and create an organizational structure in which ideas are logically grouped to support the writer's purpose.",,CC.1.4.7.B|CC.1.4.7.C|CC.1.4.7.D|CC.1.4.7.E|CC.1.4.7.F|CC.1.4.7.H|CC.1.4.7.I|CC.1.4.7.J|CC.1.4.7.K|CC.1.4.7.L|CC.1.4.7.S,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 7 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,7,E,Text-Dependent Analysis,E07.E.1,Evidence-Based Analysis of Text,E07.E.1.1,"Draw evidence from literary or informational texts to support analysis, reflection, and/or research.",E07.E.1.1.2,"Develop the analysis using relevant evidence from text(s) to support claims, opinions, ideas, and inferences and demonstrating an understanding of the text(s).",,CC.1.4.7.B|CC.1.4.7.C|CC.1.4.7.D|CC.1.4.7.E|CC.1.4.7.F|CC.1.4.7.H|CC.1.4.7.I|CC.1.4.7.J|CC.1.4.7.K|CC.1.4.7.L|CC.1.4.7.S,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 7 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,7,E,Text-Dependent Analysis,E07.E.1,Evidence-Based Analysis of Text,E07.E.1.1,"Draw evidence from literary or informational texts to support analysis, reflection, and/or research.",E07.E.1.1.3,Use appropriate transitions to create cohesion and clarify the relationships among ideas and concepts.,,CC.1.4.7.B|CC.1.4.7.C|CC.1.4.7.D|CC.1.4.7.E|CC.1.4.7.F|CC.1.4.7.H|CC.1.4.7.I|CC.1.4.7.J|CC.1.4.7.K|CC.1.4.7.L|CC.1.4.7.S,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 7 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,7,E,Text-Dependent Analysis,E07.E.1,Evidence-Based Analysis of Text,E07.E.1.1,"Draw evidence from literary or informational texts to support analysis, reflection, and/or research.",E07.E.1.1.4,Use precise language and domain-specific vocabulary to inform about or explain the topic and/or convey the experience and events.,,CC.1.4.7.B|CC.1.4.7.C|CC.1.4.7.D|CC.1.4.7.E|CC.1.4.7.F|CC.1.4.7.H|CC.1.4.7.I|CC.1.4.7.J|CC.1.4.7.K|CC.1.4.7.L|CC.1.4.7.S,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 7 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,7,E,Text-Dependent Analysis,E07.E.1,Evidence-Based Analysis of Text,E07.E.1.1,"Draw evidence from literary or informational texts to support analysis, reflection, and/or research.",E07.E.1.1.5,Establish and maintain a formal style.,,CC.1.4.7.B|CC.1.4.7.C|CC.1.4.7.D|CC.1.4.7.E|CC.1.4.7.F|CC.1.4.7.H|CC.1.4.7.I|CC.1.4.7.J|CC.1.4.7.K|CC.1.4.7.L|CC.1.4.7.S,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 7 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,7,E,Text-Dependent Analysis,E07.E.1,Evidence-Based Analysis of Text,E07.E.1.1,"Draw evidence from literary or informational texts to support analysis, reflection, and/or research.",E07.E.1.1.6,Provide a concluding section that follows from and supports the analysis presented.,,CC.1.4.7.B|CC.1.4.7.C|CC.1.4.7.D|CC.1.4.7.E|CC.1.4.7.F|CC.1.4.7.H|CC.1.4.7.I|CC.1.4.7.J|CC.1.4.7.K|CC.1.4.7.L|CC.1.4.7.S,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 7 ELA Assessment Anchors and Eligible Content,2014,2017,
